Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
3745,11184397,"Navid Navid","2023-11-15 02:19:37",0.629,6,nickyazdani
3746,11304044,"Emirkan Kanmaz","2023-11-26 18:29:36",0.629,3,emirkanmaz
3747,11385905,mik5owski,"2023-12-19 14:39:33",0.629,4,mik5owski
3748,11192300,"Maximilian Junker","2023-11-07 19:05:29",0.629,6,junkerm
3749,11164982,"Deepak Kumar","2023-10-31 23:40:51",0.629,1,dk2502
3750,11172151,JJ,"2023-11-03 00:44:26",0.629,4,jjinho
3751,11287083,cptosu,"2024-01-18 23:29:10",0.629,20,nikitkastr
3752,11259514,"group 60","2023-12-08 05:55:42",0.629,9,"yuanzixin,zibohk"
3753,11176067,teo-click,"2023-11-02 16:50:15",0.629,1,tudor1m
3754,11193894,Rengar,"2023-12-13 06:55:40",0.629,3,rengarwang
3755,11336570,"zhinie nie","2023-12-06 14:25:26",0.629,22,"luisaaaliu,zhinienie"
3756,11168774,"Vladimir Savinov","2023-11-07 11:34:10",0.629,8,noonv13
3757,11172730,beekill,"2023-11-16 07:52:42",0.629,10,beekill
3758,11243521,Tushar,"2023-12-17 04:49:44",0.629,2,tusharpatil98
3759,11212083,"Luca Santonastasi","2023-11-08 21:11:24",0.628,2,lucosanta
3760,11208214,"Jackson Yu92","2023-11-08 02:36:54",0.628,1,jacksonyu92
3761,11464810,"Tianmei Liu","2024-01-09 20:25:10",0.628,2,tianmeiliu
3762,11196083,"Sarvesh S G","2023-11-09 14:16:26",0.628,3,sarvesh
3763,11213438,"Susan Grapes","2023-11-08 18:07:06",0.628,1,susangrapes
3764,11416224,"Spike Kloosterman","2023-12-23 00:04:58",0.628,10,spikekloosterman
3765,11180269,smartPy,"2023-11-03 12:15:51",0.628,2,smartpy
3766,11238309,"Marc B","2023-12-24 10:40:38",0.628,8,marbry111
3767,11165590,sad,"2023-11-01 02:22:02",0.628,2,nabang10102000
3768,11404708,"Josué Nascimento","2023-12-30 23:39:41",0.628,5,josutk
3769,11166128,fam_taro,"2023-11-01 03:44:08",0.628,1,yukkyo
3770,11492542,"Đức Hiếu Nguyễn Huy","2024-01-11 16:17:36",0.628,1,chiunguynhuy
3771,11169788,"Xiang Li","2023-11-01 18:17:49",0.627,1,x1an9l1
3772,11228011,soundwave77,"2023-11-29 07:42:32",0.627,8,soundwave77
3773,11290945,oneObi,"2023-12-15 08:36:02",0.627,13,oneobi
3774,11485102,Nitro,"2024-01-16 06:48:25",0.627,28,"sgantayat9,shaiveekatiyar"
3775,11431180,ansonwu0604,"2023-12-23 07:49:05",0.627,5,ansonwu0604
3776,11253599,AkiyanX,"2023-11-24 11:29:11",0.627,2,akiyanx
3777,11396512,camer,"2024-01-22 23:33:56",0.626,28,bobolo
3778,11456024,noi_and_storm_whale,"2024-01-04 07:08:50",0.626,2,qizhao2
3779,11357847,Junsheng,"2024-01-07 22:10:10",0.626,5,junshenghuang
3780,11238005,saikumarsangeetha,"2024-01-21 09:44:44",0.626,5,saikumarsangeetha
3781,11169298,YangShiKuaiMa,"2023-11-17 08:40:25",0.626,6,"yangshikuaima,zhizhou57"
3782,11381796,"Joe DeRosa","2023-12-13 17:48:39",0.626,7,joederosa
3783,11215647,"Yaswanth kumar","2023-11-09 09:47:18",0.626,2,yaswanthkumar23
3784,11172648,"Naing Lin Wai","2023-11-20 03:01:13",0.626,6,nainglinwai
3785,11447745,"Abhay Raghavendra","2024-01-14 03:56:34",0.626,7,abhayraghavendra
3786,11183917,wekeed,"2024-01-16 18:47:55",0.626,1,wekeed
3787,11221654,irisyany,"2023-12-12 01:57:05",0.626,5,irisyany
3788,11183610,"Abdullah Arean","2023-11-04 02:24:10",0.625,1,abdullaharean
3789,11415557,RyanRen97,"2023-12-19 16:21:31",0.625,1,ryanren97
3790,11278552,"Veyssière Yann","2023-11-21 13:02:55",0.625,2,skeeyyann
3791,11496692,"Alvaro Mendizabal","2024-01-21 20:48:56",0.625,7,alvaromendizabal
3792,11372035,"Apoorva _Jain24","2023-12-11 17:23:26",0.624,1,apoorvajain24
3793,11444875,JiYuanZhang,"2023-12-27 16:26:58",0.624,3,kitsuha
3794,11166512,brza,"2023-11-01 23:48:11",0.624,2,bramastya
3795,11201293,Gowthamraj,"2023-12-05 09:54:51",0.624,29,gowthamrajgoku
3796,11205168,Strikoder,"2024-01-20 07:03:10",0.623,10,"amalhijaze,strikoder,yassinabdulmahdi"
3797,11183782,"Bharath Kumar Karanam","2023-11-15 13:46:09",0.623,5,bharathedukron
3798,11440643,"Venkatesh Prasad","2024-01-21 11:21:40",0.623,3,venanilav
3799,11183703,"Nimet Beyza Bozdag","2023-12-08 19:32:18",0.623,7,"nimetbeyzabozdag,tugaybilgis"
3800,11182874,JD-DS,"2023-12-03 02:58:41",0.623,6,johndonz12
3801,11169068,hashi,"2023-11-01 13:26:36",0.623,1,f178ffebf8f7
3802,11499333,YuPu,"2024-01-22 06:42:48",0.623,7,yupu2020
3803,11199386,"Kalpa Henadhira (he/him)","2023-11-11 17:29:45",0.623,8,kalpahenadhirahehim
3804,11473452,Bijula,"2024-01-14 05:37:04",0.623,7,bijula
3805,11497587,"Dhruv Pamneja","2024-01-12 06:57:10",0.623,2,dhruvpamneja
3806,11397534,"Adesh Singh Tomar","2024-01-16 14:24:37",0.622,1,adeshsinghtomar
3807,11176310,ClayGendron,"2023-11-13 15:09:21",0.622,4,claygendron
3808,11224653,RyszardStaruch,"2023-11-11 09:08:44",0.622,2,ryszardstaruch
3809,11209811,星瞳nnnnffff,"2023-11-08 08:42:31",0.622,1,nnnnffff
3810,11367524,"Federico Calabrò","2024-01-11 22:23:28",0.622,9,federicocalabr
3811,11352635,ningsean,"2024-01-22 15:36:12",0.622,20,ningsean
3812,11179969,aus10powell,"2023-11-03 05:06:27",0.622,1,aus10powell
3813,11434291,"Mihir Sutaria","2024-01-02 13:39:49",0.621,6,mihirsutaria
3814,11165633,"Nguyễn Bạch Nhựt Tiến","2023-11-01 01:37:31",0.621,2,nhttinnguynbch
3815,11165908,"Mai Trong Nghia","2023-11-01 03:50:40",0.621,2,looook
3816,11254305,Ducknr,"2023-11-16 13:20:34",0.621,2,ryokamoda
3817,11182464,"ML BLOCKS","2023-11-10 10:26:16",0.620,18,"akhilfr,bhaskar10bc"
3818,11166450,"Anshuman Mishra","2023-11-01 08:25:00",0.620,2,shivanshuman
3819,11309850,"Alvin Sebastian","2023-12-01 20:01:29",0.619,12,alvinsebastian
3820,11171097,"karan kumar","2023-11-02 11:48:30",0.619,1,karan23258
3821,11467008,soonchang,"2024-01-08 02:06:28",0.619,7,soonchang
3822,11170807,Tisdata,"2023-11-01 20:56:31",0.619,1,tisdata
3823,11496523,"Jerry Davis","2024-01-17 15:54:39",0.619,6,jerrydavis
3824,11176991,"Fermin Garcia","2023-12-06 20:52:16",0.619,7,fermingarcia
3825,11485356,Mashiyat_Prapty,"2024-01-14 06:49:39",0.618,10,mashiyatprapty
3826,11165168,chumajin,"2024-01-18 01:35:20",0.618,8,chumajin
3827,11393301,Deuss,"2023-12-20 10:46:16",0.618,2,nghiadanh
3828,11422577,ToniKukurin,"2023-12-23 18:37:46",0.618,2,tkukurin
3829,11431715,ruuuh07,"2023-12-23 07:33:11",0.618,1,ruuuh07
3830,11165081,"Radek Osmulski","2023-11-02 11:45:25",0.618,10,radek1
3831,11165346,kotaro,"2023-11-01 00:04:05",0.618,1,kotarojp
3832,11192628,Vishal,"2023-11-05 18:25:41",0.618,1,hackspyder
3833,11166502,"Akmal Azzam o'g'li","2023-11-01 04:49:23",0.618,1,akmalmir
3834,11330288,"Ishan Upadhyay12","2023-12-19 06:37:54",0.617,4,ishanupadhyay12
3835,11187786,"nextera ai","2023-11-04 15:12:02",0.617,2,nexteraai
3836,11465100,"Meagan Voulo","2024-01-16 00:54:27",0.617,9,mvoulo
3837,11178030,"Jack Youngblood","2023-11-04 13:09:20",0.616,3,jackyoungblood
3838,11167655,T.listed,"2023-11-08 14:59:35",0.616,9,tlisted
3839,11432292,"Surya Bhat","2024-01-22 16:46:34",0.616,9,"suryabhat1203,vaishnavivck123,yashaswini253"
3840,11170983,"Shailaja Sampat","2023-11-01 21:25:52",0.616,2,shailaja183
3841,11371100,Pushkya,"2023-12-10 09:41:09",0.615,2,pushkya
3842,11336391,"Jamal Cao","2023-12-20 22:21:21",0.615,6,jamalcao
3843,11288425,Merucat821,"2023-11-23 08:36:21",0.615,1,merucat821
3844,11309258,sometime,"2023-11-27 15:38:22",0.615,2,zhaohuiyuan
3845,11314580,Wei_Baohuan,"2023-11-28 13:52:20",0.615,1,weibaohuan
3846,11264503,"Mohd Rafi","2023-11-29 01:32:38",0.615,1,mohdrafi
3847,11323777,"boyuan wu","2023-11-30 12:02:11",0.615,1,boyuanwu
3848,11315420,HuggingCV,"2023-12-05 12:03:58",0.615,3,"cvninja,huggingcv,kagglellm,origincat"
3849,11353276,AnantVats,"2023-12-05 21:54:22",0.615,1,mechermax
3850,11371438,"Bowei Jiang417","2023-12-09 08:48:48",0.615,2,boweijiang417
3851,11372200,generate_ICCV,"2023-12-09 12:33:26",0.615,1,generateiccv
3852,11180137,KarthikShetty27,"2023-12-12 08:35:46",0.615,5,karthikshetty27
3853,11408998,PaulSave,"2023-12-18 09:53:45",0.615,4,paulwsave
3854,11410369,"Refaat M","2023-12-18 13:14:33",0.615,1,refaatstark
3855,11428354,"Vigneswaran Manoharan","2023-12-22 09:52:08",0.615,3,vigneshmano
3856,11405041,"Jason Alanya","2023-12-24 23:41:09",0.615,7,jasonalanya
3857,11282464,yangbaibaibai,"2023-12-24 13:10:40",0.615,13,"azerbaijan,yangbaibaibai"
3858,11383382,"TEAM 404x","2023-12-24 18:29:39",0.615,3,"greatnerve,jagratsingh04,mahib098,rudrpratapsingh,swayamsingh48"
3859,11342023,miao007,"2023-12-27 08:19:12",0.615,4,miao007
3860,11444349,"Light Food","2023-12-27 12:53:10",0.615,1,"jerryshek,yanrujun,zengminhang"
3861,11445938,sahxi451,"2023-12-27 15:53:38",0.615,1,sahxi451
3862,11444654,mutpk577,"2023-12-27 16:23:23",0.615,1,mutpk577
3863,11446087,ukmnn384,"2023-12-27 16:42:33",0.615,1,ukmnn384
3864,11444719,egmbn380,"2024-01-02 05:07:33",0.615,1,egmbn380
3865,11444718,nilmz025,"2024-01-02 05:08:45",0.615,1,nilmz025
3866,11462137,chrisjgro,"2024-01-02 08:41:23",0.615,1,chrisjgro
3867,11462153,DorothypBarkerf,"2024-01-02 08:44:10",0.615,1,dorothypbarkerf
3868,11462288,CharlesyBollerq,"2024-01-02 09:17:10",0.615,1,charlesybollerq
3869,11462396,MichellenKaiserh,"2024-01-02 09:41:07",0.615,1,michellenkaiserh
3870,11462425,CarolnMuellerg,"2024-01-02 09:47:36",0.615,1,carolnmuellerg
3871,11463121,jns520,"2024-01-02 13:26:54",0.615,2,jns520
3872,11186844,"Niranjan Singh","2024-01-09 09:40:39",0.615,2,niranjanmaisnam
3873,11372811,komi_n,"2024-01-12 02:33:20",0.615,1,komine
3874,11260908,enricomanosperti,"2024-01-18 09:23:01",0.615,18,enricomanosperti
3875,11494120,玉兔食堂后勤1群,"2024-01-22 08:02:58",0.615,1,"aime1126,happylxz"
3876,11404568,"Vikram Bajaj","2024-01-17 03:45:43",0.615,13,vikrambajaj
3877,11445430,tamoooon,"2023-12-28 06:38:00",0.615,2,tamoooon
3878,11425724,"It Is What It Is","2024-01-22 16:43:10",0.615,6,"markolillemgi,ozzwoy"
3879,11499565,INK,"2024-01-22 14:45:07",0.614,3,irakozekelly
3880,11180888,"Manish Kamble7547","2023-11-12 12:08:42",0.614,3,manishkamble7547
3881,11356208,vanessa0688,"2023-12-19 14:02:56",0.614,8,vanessa0688
3882,11248906,SandraDuenas,"2023-12-14 22:20:43",0.614,18,sandravirginiaduenas
3883,11227345,paploe,"2023-11-12 11:04:35",0.614,9,paploe
3884,11204612,"LLMs Justice League","2024-01-01 06:13:14",0.614,12,"franckvalere,hermandata"
3885,11192753,TheGeeBee,"2024-01-04 20:26:31",0.614,30,thegeebee
3886,11435554,"Victoria Makarskaia","2023-12-28 10:39:39",0.614,1,victoriamakarskaia
3887,11439669,原神，启动！,"2023-12-27 09:06:16",0.613,2,kafkajason
3888,11165094,"Anastasiia Evteeva","2023-11-05 22:09:53",0.613,4,anastasiiaevteeva
3889,11466395,"Basit khan","2024-01-19 07:59:18",0.612,14,rbktech
3890,11243537,"Barış Can Tayiz","2023-12-09 11:50:32",0.611,24,bcantt
3891,11386087,maxlung,"2024-01-16 07:16:10",0.611,3,"f64106058,maxlung,shin316"
3892,11315065,theWayIAm,"2023-12-01 13:12:30",0.611,8,thewayiam
3893,11458061,"Hitesh Dobriyal","2024-01-17 17:06:28",0.611,9,hiteshdobriyal
3894,11424170,Wateral,"2023-12-27 10:10:55",0.611,2,wateral
3895,11458429,NLPLM,"2024-01-09 14:34:56",0.611,1,"eduriraja,jitthu1989"
3896,11190196,"Huang Hao","2023-12-08 11:19:50",0.610,2,crawlerh
3897,11166682,NeoGo,"2023-11-01 06:18:01",0.610,1,neogoyeah
3898,11378093,"tyler gosbee","2023-12-15 20:04:49",0.610,6,tylergosbee
3899,11239453,NBPub,"2024-01-02 06:16:47",0.610,20,ndfgsdfg
3900,11251531,"Leah Shen","2023-12-06 17:45:56",0.610,11,ekuras
3901,11441542,"zhang yaohsy","2023-12-27 09:02:22",0.610,3,zhangyaohsy
3902,11258830,"Abishek #2","2023-11-23 10:38:48",0.610,1,abisheksrivastav
3903,11166467,zeroooooo,"2023-11-04 10:55:09",0.610,3,wujianming
3904,11342262,"Kenta ARAI","2023-12-05 08:43:20",0.610,3,kentaarai
3905,11293446,Ponyo,"2023-11-30 18:32:18",0.609,4,hayanguang
3906,11456257,"Suman Mandal","2024-01-06 06:40:15",0.609,7,sumanmndl
3907,11359243,"Ed Izaguirre","2023-12-21 02:14:33",0.609,6,edizaguirre
3908,11328657,"Rishav Sanson","2023-12-05 23:24:10",0.609,4,rishavsanson
3909,11333073,"Nlp Research Silchar","2024-01-22 18:47:19",0.609,6,"abhijtmandal,annepakayadagiri,eishahalder1,gyandeepkalita,venkateshkoreddi"
3910,11513452,FloLes,"2024-01-15 15:35:09",0.608,1,floles
3911,11449997,"Sirojiddin Boboqulov","2024-01-21 15:14:04",0.608,21,sirojiddinboboqulov
3912,11284317,k20227320,"2023-11-22 21:32:34",0.608,1,k20227320
3913,11391715,"Elnur Alimirzayev","2024-01-22 20:05:35",0.608,5,elnuralimirzayev
3914,11200830,MarcelShi96,"2023-11-20 16:47:31",0.608,19,marcelshi96
3915,11244734,"Rafael Baez","2023-12-14 02:22:26",0.608,22,rafaelbaez
3916,11275937,Srikanth,"2024-01-09 06:06:43",0.607,1,smsrikanthreddy
3917,11187595,AsphodelRem,"2023-11-08 13:20:05",0.607,4,asphodelrem
3918,11219006,"Praveen Hegde","2023-11-13 13:46:48",0.607,7,praveenhegde
3919,11178241,jingchi,"2023-11-09 15:14:38",0.607,1,tony2857
3920,11247178,hmasdev,"2023-11-16 01:23:42",0.607,5,hmasui
3921,11410688,gr3g21,"2024-01-09 09:22:24",0.607,9,gr3g21
3922,11176182,"Rohit Anantha","2023-11-02 15:46:21",0.606,1,rohitanantha
3923,11424039,Khushi,"2024-01-22 11:48:48",0.606,8,khushikhushikhushi
3924,11173097,RakeshSharma02,"2023-12-27 10:08:23",0.606,9,rakeshsharma02
3925,11427263,"Joseph Park 2","2024-01-16 21:08:24",0.606,5,josephpark2
3926,11464724,"Ethan Ewer","2024-01-04 04:33:55",0.606,5,ethanewer
3927,11262928,kpapamih,"2024-01-21 15:14:00",0.605,84,kpapamih
3928,11201342,Xiangrui,"2023-11-29 11:49:06",0.605,8,xrliu3
3929,11399962,"Swati Singh","2024-01-15 07:21:51",0.605,1,jeneous
3930,11167962,"Bas Neeleman","2023-11-07 09:34:42",0.605,16,basneeleman
3931,11446096,"Ibon Escartín","2023-12-28 19:39:23",0.605,2,ibonescartn
3932,11195169,"Naboth Demetrius","2023-11-25 10:05:14",0.605,7,nabothdemetrius1
3933,11295337,DovhanOleksii,"2024-01-22 21:09:18",0.605,34,dovhanoleksii
3934,11281466,KenLiu,"2024-01-17 08:39:42",0.605,3,kenliu00861
3935,11171876,ruhong,"2024-01-22 23:40:03",0.604,13,ruhong
3936,11308151,"Kaan Catmalar","2023-11-28 19:17:11",0.604,4,catmalark
3937,11221126,BringSomethingInteresting,"2024-01-04 14:11:24",0.604,7,bringsi
3938,11201323,Hironobukawaguchi,"2023-11-18 08:23:27",0.604,1,hironobukawaguchi
3939,11182636,"Hui Jin","2023-11-08 13:06:06",0.603,21,huijinsh
3940,11185664,"Kazuto Sasaki","2023-11-06 08:52:10",0.603,1,kazutosasaki
3941,11353404,"Shivam Tayal","2024-01-19 06:51:54",0.603,14,tayalshivammzn
3942,11179423,PuanLuan,"2023-11-03 08:01:45",0.603,1,puluan
3943,11164645,Manikbhandari,"2023-11-07 23:23:18",0.603,2,manikbhandari
3944,11176504,"Hajime Kumami","2023-11-03 08:14:48",0.603,2,hajimekumami
3945,11182114,Staratnyte,"2023-11-09 08:49:35",0.603,2,staratnyte
3946,11405678,achen136,"2023-12-18 21:51:30",0.603,4,achen136
3947,11400319,"Steven Peng Moses","2024-01-03 14:41:06",0.602,3,stevenpengmoses
3948,11292612,alex_thebear,"2023-12-08 21:27:45",0.602,1,alekthebears
3949,11444064,"Zakaria Oubaid","2024-01-05 14:49:09",0.601,4,zakariaoubaid
3950,11237695,SashaMN,"2023-11-24 16:29:32",0.601,7,sashamn
3951,11226818,Fuka1064,"2023-11-11 06:59:01",0.601,1,fuka1064
3952,11179594,DEMOCOMPET,"2023-11-03 04:56:32",0.601,2,democompet
3953,11176123,AdelBechihi,"2023-11-03 08:46:55",0.601,1,adelbechihi
3954,11218411,dinleo11,"2024-01-10 15:34:40",0.601,22,dinleo11
3955,11298921,mornicen,"2024-01-11 12:38:46",0.601,20,mornicen
3956,11290506,"Emily Oxford","2023-12-07 17:46:08",0.600,2,emilyoxford
3957,11250539,sava,"2023-11-27 17:20:32",0.600,7,savadata
3958,11351084,yeyeye145,"2023-12-06 08:32:44",0.599,10,yeyeye145
3959,11313377,Weizhuo_Liu,"2023-11-29 06:12:26",0.599,1,weizhuoliu
3960,11391063,wuhuanga,"2023-12-13 14:43:03",0.599,1,wuhuanga
3961,11205577,SemanticSearchers,"2023-12-19 22:44:51",0.599,8,"gmharshvardhan,hpatil"
3962,11454898,"sidney niu","2024-01-21 09:31:42",0.598,11,sidneyniu
3963,11179025,koshinryuu,"2023-11-05 12:40:50",0.598,3,koshinryuu
3964,11205636,"Ali Jalaali","2023-11-23 19:40:04",0.598,24,alijalali4ai
3965,11180109,"Ketan Suhaas","2023-11-03 06:06:04",0.598,4,qondojanfaf
3966,11260857,"Arjun Prasad Sarkhel","2024-01-20 08:47:42",0.598,2,"arjunprasadsarkhel,ayushpatel1305"
3967,11412816,"Ying Xuan Su","2024-01-01 12:08:29",0.597,6,yingxuansu
3968,11465726,"David Wainiqolo","2024-01-22 05:44:07",0.597,2,twainiqolo
3969,11266491,"Arthur Dayne","2023-12-27 03:54:34",0.597,1,ricklecter
3970,11226854,"0 coding experience","2023-11-12 14:29:11",0.597,1,mklbza
3971,11377109,"Rucha Dave","2023-12-12 05:14:10",0.597,1,ruchadave1
3972,11470511,"Vitalii Minaev","2024-01-04 09:59:39",0.597,1,vminaev8
3973,11198308,Viacheslav,"2023-11-06 17:33:42",0.596,1,vyacheslavblinov
3974,11304915,"Mikołaj Cygert","2024-01-07 17:55:12",0.596,7,mikolajcygert
3975,11188859,"Gianluca Andriolo","2023-11-25 22:29:07",0.596,6,gianlucaandriolo
3976,11177343,LWOLWO,"2023-11-03 18:43:23",0.596,10,lwolwo
3977,11345061,DS12,"2024-01-22 22:33:05",0.596,20,"barteekp,maciejzajecki,nicolafuchs,wojtek5"
3978,11411652,"Sathwik Kanukuntla","2024-01-08 20:30:32",0.595,6,kiwhtas69
3979,11509376,"jiaheng zhang","2024-01-22 15:55:58",0.595,3,jiahengzhang002
3980,11193378,zaynpan1111,"2023-11-21 06:32:05",0.595,6,zaynpan1111
3981,11261652,"Grigoriy Kiselev","2024-01-11 00:41:27",0.595,4,grigoriykiselev
3982,11363126,AlexZzz999,"2023-12-07 21:23:33",0.595,4,"alexzzz999,chengzhiqian"
3983,11268710,jdubkim,"2023-12-19 15:25:33",0.595,1,jdubkim
3984,11255130,freesky123,"2023-11-21 00:15:26",0.595,1,freesky123
3985,11386410,mayank0700,"2024-01-06 13:14:07",0.595,8,mayank0700
3986,11238565,Abhishek,"2023-12-04 00:52:35",0.594,10,ganatejaabhishek
3987,11424303,"Hadas Or-ly","2024-01-14 06:57:04",0.594,3,hadasorly
3988,11188527,roovy54,"2023-12-21 12:01:59",0.594,6,roovy54
3989,11177705,"Pier Paolo Tarasco","2023-11-02 21:03:25",0.594,3,pierpaolotarasco
3990,11311471,"Aaron Ogle","2024-01-10 00:22:12",0.594,8,aaronogle
3991,11230352,energybird,"2023-11-12 05:33:30",0.593,3,energybird
3992,11273377,"Jongha Jang","2023-11-27 14:34:26",0.593,2,jonghajang
3993,11364582,"Reyhane saeidi","2023-12-12 20:57:31",0.593,1,reyhanesaeidi
3994,11210454,wylulipe,"2023-12-07 10:47:12",0.593,3,wylulipe
3995,11390164,"Kento Shintani","2023-12-22 11:56:00",0.593,8,kentoshintani
3996,11301230,"AI Bloodhounds","2023-12-04 11:28:11",0.593,9,nathanos333
3997,11514673,Sean7326,"2024-01-19 01:33:33",0.593,7,sean7326
3998,11408570,ZhangHZhen,"2023-12-30 04:17:03",0.593,1,zhanghzhen
3999,11175990,"Sanjay Sukumaran","2023-11-26 06:50:27",0.593,1,sanjaysukumaran
4000,11365059,"Farafonov Leonid","2023-12-09 08:54:15",0.593,1,farafonovleonid
4001,11357035,"Gaoyu Wang","2023-12-08 04:49:47",0.593,5,gaoyuwang
4002,11177778,"Sean Mongan","2023-11-07 02:29:51",0.592,16,seanmongan
4003,11467517,"Sandeepa Devin","2024-01-03 16:50:56",0.592,1,sandeepadevin
4004,11199121,"Manuel Framil","2023-11-17 20:29:28",0.592,2,manuframil
4005,11187628,"Chen Ken","2024-01-13 09:30:00",0.591,5,nutastray
4006,11173151,Sztánáhopsz,"2023-12-17 06:07:54",0.591,7,sztnhopsz
4007,11216639,"Swathi Venugopal","2024-01-11 07:47:10",0.591,21,swathivenugopal
4008,11399080,Krishanu_Podder,"2023-12-15 10:45:41",0.591,2,krishanup
4009,11165659,Verb,"2023-11-07 11:58:46",0.591,24,koheiohno
4010,11400152,"avdy veyg","2023-12-24 11:28:10",0.591,5,avdyveyg
4011,11312529,YSL,"2023-12-08 05:06:32",0.591,14,"ginayuuu,yicheng23"
4012,11367627,"The Prompt Masters","2024-01-19 05:10:35",0.591,32,"assafmag,firetype,naormatania,nyctolex,tgaidar"
4013,11260067,Jony_Jie,"2023-11-20 15:09:13",0.591,1,jonyjie
4014,11196529,"Kingki19 / Muhammad Rizqi","2023-11-10 14:01:46",0.590,9,kingki19
4015,11433603,"Gustavo Savi Frainer","2024-01-21 23:57:43",0.590,5,gsfrainer
4016,11385753,"Oleg N. Semenov","2023-12-27 16:04:58",0.590,19,olegnsemenov
4017,11262826,"[Deleted] 6dab240a-4fce-46a2-abf8-0719f437bedd","2023-11-24 07:18:53",0.590,1,del=ff6ed1f152dfaba5
4018,11210064,v.v.,"2023-11-30 12:37:32",0.590,6,mix2re
4019,11175271,"Mithil Salunkhe","2023-11-26 12:33:25",0.590,1,mithilsalunkhe
4020,11178066,"Isaac Nicolas","2023-11-10 10:48:35",0.589,9,isaacnicolas
4021,11374450,ahmedbadr13,"2024-01-07 01:54:55",0.589,67,ahmedbadr13
4022,11277792,SkyDragonPeople🐉,"2023-11-22 11:49:35",0.589,5,yuchuant
4023,11174416,suk1yak1,"2024-01-15 15:23:07",0.589,9,suk1yak1
4024,11337001,coops,"2023-12-22 07:17:36",0.588,1,"garretoben,lilgoat,rjcooper"
4025,11502337,wangjianxing206,"2024-01-21 00:37:09",0.588,9,wangjianxing206
4026,11188382,"Rushikesh Muley","2023-11-04 17:08:45",0.588,1,rushikeshmuley
4027,11235379,myl7s1,"2023-12-08 04:50:09",0.588,25,"ciyuanchen,myl7s1"
4028,11497856,"Somsubhra De","2024-01-12 08:00:06",0.588,4,somsubhrad
4029,11340764,justinlamlamlam,"2023-12-27 21:41:31",0.588,5,justinlamlamlam
4030,11188179,TomasBasile,"2023-11-04 18:43:46",0.588,5,tomasbasile
4031,11385148,"Clément Besnard","2023-12-12 11:25:58",0.587,2,clmentbesnard
4032,11304434,"Suandika Napitupulu","2023-12-03 13:39:39",0.587,3,"samuelsiahaan,suandikanapitupulu"
4033,11275970,scy02718,"2023-12-18 00:26:18",0.587,4,scy02718
4034,11223550,Hastey,"2023-12-05 14:51:17",0.587,20,haste2828
4035,11315312,"Vivek Rai","2023-12-05 07:08:22",0.587,8,vivekrai11
4036,11366410,"Shi Heng Kai","2023-12-11 13:07:03",0.586,5,shihengkai
4037,11187977,"Kota Isayama2015","2024-01-22 19:36:34",0.586,20,kotaisayama2015
4038,11177413,needgpuwastaken,"2023-11-02 18:13:07",0.586,1,needgpuwastaken
4039,11238799,"Samiya Islam","2023-12-08 02:48:09",0.586,12,samiyuh
4040,11455301,Sergey25,"2024-01-08 05:14:39",0.586,6,sergeyromanov25
4041,11256217,"Avery Bartnik","2023-12-18 03:04:03",0.586,6,averybartnik
4042,11182456,"Mike DeLong","2023-11-08 18:41:40",0.585,4,mikedelong
4043,11280591,"Elias Leijonmarck","2023-12-04 18:41:00",0.585,7,"eliasleijonmarck,ludvigbolin"
4044,11397899,Shruti_Iyyer,"2023-12-19 10:31:07",0.585,6,shrutimechlearn
4045,11418178,"Sapnil Patel","2023-12-20 12:09:14",0.585,1,sapnilpatel
4046,11224801,Shashank1205,"2023-11-10 18:16:32",0.585,1,shashankshekhar1205
4047,11427919,qwertg12345,"2023-12-24 11:26:37",0.585,9,qwertg12345
4048,11343028,JINGTZHOU6,"2023-12-08 08:13:07",0.584,4,jingtzhou6
4049,11461901,gk,"2024-01-16 13:27:49",0.584,10,kaalhar
4050,11506100,"Ogwal Odyek","2024-01-18 11:04:02",0.584,4,ogwalakello
4051,11310012,"Hunter Lanier","2023-12-10 22:46:32",0.584,20,hunterlanier
4052,11244729,"Cole Feldman","2023-11-15 21:09:25",0.583,1,colefeldman
4053,11316958,"Parker Snow","2023-12-02 20:18:57",0.583,3,parkersnow
4054,11203768,FBDEME,"2024-01-08 16:21:14",0.583,4,"emaeon,fbdeme,jeongjinmyung,lkimdelab"
4055,11245055,br0grammer,"2023-12-14 17:49:55",0.583,4,br0grammer
4056,11251568,Lixiaolong_onearbon,"2023-11-17 04:25:32",0.582,2,lixiaolongonearbon
4057,11265681,BruceMoose,"2023-12-05 12:51:00",0.582,4,brucehartung
4058,11191539,"Justin L.","2023-11-05 15:39:36",0.582,2,justinl00
4059,11430138,"ARJUN AADITIYAA S","2023-12-27 08:33:04",0.581,3,arjunaaditiyaas
4060,11338804,"Neha Koppikar","2024-01-22 21:25:02",0.581,4,"aashi07,anagraw,nehakoppikar"
4061,11211982,ErdemYGT,"2024-01-06 19:29:43",0.581,11,erdemygt1858
4062,11222953,"Atharv Patawar","2023-11-10 18:00:15",0.580,5,atharvpatawar
4063,11274179,YurySokolov,"2023-11-20 18:39:47",0.580,5,yurysokolov
4064,11294576,Sgat,"2024-01-21 13:41:44",0.580,68,metsa22
4065,11488780,"Rayhane Gholampoor","2024-01-18 11:03:23",0.580,1,rayhanegholampoor
